Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Online,H,924286067,5642,109.28,35.84,616557.76,202209.28,414348.48
Central America and the Caribbean,Grenada,Clothes,Offline,L,627786099,4712,109.28,35.84,514927.36,168878.08,346049.28
Sub-Saharan Africa,Mozambique,Household,Online,M,152826964,3750,668.27,502.54,2506012.5,1884525,621487.5
Sub-Saharan Africa,Sudan,Household,Online,M,719769990,4790,668.27,502.54,3201013.3,2407166.6,793846.7
Sub-Saharan Africa,Benin,Snacks,Online,H,919289004,6900,152.58,97.44,1052802,672336,380466
Australia and Oceania,Palau,Baby Food,Online,M,762370336,1179,255.28,159.42,300975.12,187956.18,113018.94
Australia and Oceania,Fiji,Cosmetics,Online,M,330312812,5756,437.2,263.33,2516523.2,1515727.48,1000795.72
Central America and the Caribbean,Saint Lucia,Cereal,Online,L,224727761,793,205.7,117.11,163120.1,92868.23,70251.87
North America,Mexico,Meat,Online,H,217539012,3483,421.89,364.69,1469442.87,1270215.27,199227.6
Australia and Oceania,Samoa,Baby Food,Online,H,600982892,3048,255.28,159.42,778093.44,485912.16,292181.28
Sub-Saharan Africa,Botswana,Vegetables,Online,M,837608230,5744,154.06,90.93,884920.64,522301.92,362618.72
Middle East and North Africa,Turkey,Clothes,Offline,L,910276353,9856,109.28,35.84,1077063.68,353239.04,723824.64
Sub-Saharan Africa,Ethiopia,Snacks,Offline,L,872161090,703,152.58,97.44,107263.74,68500.32,38763.42
Asia,Kazakhstan,Beverages,Offline,H,396748769,5632,47.45,31.79,267238.4,179041.28,88197.12
Europe,Netherlands,Fruits,Offline,C,127838218,9024,9.33,6.92,84193.92,62446.08,21747.84
Asia,Uzbekistan,Beverages,Online,H,329540765,7290,47.45,31.79,345910.5,231749.1,114161.4
Sub-Saharan Africa,Cameroon,Fruits,Offline,H,436280238,3872,9.33,6.92,36125.76,26794.24,9331.52
Central America and the Caribbean,Cuba,Baby Food,Offline,H,402792966,4244,255.28,159.42,1083408.32,676578.48,406829.84
Sub-Saharan Africa,Angola,Vegetables,Online,M,254127776,911,154.06,90.93,140348.66,82837.23,57511.43
Sub-Saharan Africa,Burkina Faso,Beverages,Online,M,535645997,8409,47.45,31.79,399007.05,267322.11,131684.94
Sub-Saharan Africa,Kenya,Clothes,Offline,M,963021457,8304,109.28,35.84,907461.12,297615.36,609845.76
Australia and Oceania,Tonga,Office Supplies,Online,L,872240483,4197,651.21,524.96,2733128.37,2203257.12,529871.25
Sub-Saharan Africa,Democratic Republic of the Congo,Household,Offline,C,569601905,6716,668.27,502.54,4488101.32,3375058.64,1113042.68
Europe,Belgium,Snacks,Online,M,881717050,8524,152.58,97.44,1300591.92,830578.56,470013.36
Europe,Macedonia,Household,Offline,L,905509746,9311,668.27,502.54,6222261.97,4679149.94,1543112.03
Sub-Saharan Africa,Botswana,Office Supplies,Online,H,258216321,802,651.21,524.96,522270.42,421017.92,101252.5
Asia,Japan,Meat,Offline,H,427385604,1752,421.89,364.69,739151.28,638936.88,100214.4
Europe,Liechtenstein,Baby Food,Online,H,720878922,2948,255.28,159.42,752565.44,469970.16,282595.28
Asia,Brunei,Fruits,Offline,L,516870105,2205,9.33,6.92,20572.65,15258.6,5314.05
Asia,Japan,Fruits,Offline,H,613845479,9373,9.33,6.92,87450.09,64861.16,22588.93
Asia,Cambodia,Cereal,Offline,H,980603873,1332,205.7,117.11,273992.4,155990.52,118001.88
Europe,Italy,Personal Care,Offline,L,306256616,6993,81.73,56.67,571537.89,396293.31,175244.58
Australia and Oceania,Samoa,Household,Offline,L,950227534,2298,668.27,502.54,1535684.46,1154836.92,380847.54
Europe,Spain,Cereal,Offline,M,392252957,5222,205.7,117.11,1074165.4,611548.42,462616.98
Asia,Kyrgyzstan,Personal Care,Online,M,682381713,768,81.73,56.67,62768.64,43522.56,19246.08
Sub-Saharan Africa,Benin,Clothes,Online,H,790975129,5973,109.28,35.84,652729.44,214072.32,438657.12
Sub-Saharan Africa,Chad,Cosmetics,Offline,L,658707034,4904,437.2,263.33,2144028.8,1291370.32,852658.48
Europe,Norway,Cosmetics,Offline,C,746563756,3661,437.2,263.33,1600589.2,964051.13,636538.07
Central America and the Caribbean,Cuba,Fruits,Offline,M,685844123,5372,9.33,6.92,50120.76,37174.24,12946.52
Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Offline,M,628159463,5199,109.28,35.84,568146.72,186332.16,381814.56
Central America and the Caribbean,Haiti,Snacks,Online,L,795433604,5335,152.58,97.44,814014.3,519842.4,294171.9
Europe,Bulgaria,Household,Online,C,129902875,2,668.27,502.54,1336.54,1005.08,331.46
Australia and Oceania,Samoa,Office Supplies,Offline,M,344116103,457,651.21,524.96,297602.97,239906.72,57696.25
Sub-Saharan Africa,Equatorial Guinea,Snacks,Online,M,970934617,9984,152.58,97.44,1523358.72,972840.96,550517.76
Asia,Philippines,Cereal,Online,L,713532245,8902,205.7,117.11,1831141.4,1042513.22,788628.18
Europe,San Marino,Beverages,Offline,M,595395314,9559,47.45,31.79,453574.55,303880.61,149693.94
Central America and the Caribbean,Trinidad and Tobago,Cereal,Offline,L,810322654,1335,205.7,117.11,274609.5,156341.85,118267.65
Europe,Denmark,Fruits,Online,L,272425591,5641,9.33,6.92,52630.53,39035.72,13594.81
Central America and the Caribbean,Costa Rica,Cereal,Offline,L,666127955,920,205.7,117.11,189244,107741.2,81502.8
Europe,Germany,Baby Food,Offline,H,596166074,7644,255.28,159.42,1951360.32,1218606.48,732753.84
Asia,India,Personal Care,Offline,C,537588775,3320,81.73,56.67,271343.6,188144.4,83199.2
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Offline,L,585757386,7482,205.7,117.11,1539047.4,876217.02,662830.38
Europe,Netherlands,Beverages,Offline,C,906345736,6699,47.45,31.79,317867.55,212961.21,104906.34
Europe,Germany,Cosmetics,Offline,M,385340154,9569,437.2,263.33,4183566.8,2519804.77,1663762.03
Europe,Sweden,Cosmetics,Offline,H,679039466,1723,437.2,263.33,753295.6,453717.59,299578.01
Sub-Saharan Africa,Cameroon,Household,Offline,L,364055001,820,668.27,502.54,547981.4,412082.8,135898.6
Asia,Tajikistan,Baby Food,Online,H,787310588,1554,255.28,159.42,396705.12,247738.68,148966.44
Sub-Saharan Africa,Swaziland,Clothes,Online,H,216042554,647,109.28,35.84,70704.16,23188.48,47515.68
Europe,San Marino,Baby Food,Offline,L,587799727,1856,255.28,159.42,473799.68,295883.52,177916.16
Middle East and North Africa,United Arab Emirates,Fruits,Online,L,760443437,966,9.33,6.92,9012.78,6684.72,2328.06
Asia,Bangladesh,Office Supplies,Offline,M,562147510,795,651.21,524.96,517711.95,417343.2,100368.75
Europe,Georgia,Snacks,Offline,L,341398274,6191,152.58,97.44,944622.78,603251.04,341371.74
Europe,Greece,Fruits,Offline,H,516994559,9034,9.33,6.92,84287.22,62515.28,21771.94
Australia and Oceania,Papua New Guinea,Beverages,Offline,C,228047692,3235,47.45,31.79,153500.75,102840.65,50660.1
Europe,Slovenia,Office Supplies,Online,H,483981502,9736,651.21,524.96,6340180.56,5111010.56,1229170
Middle East and North Africa,Azerbaijan,Clothes,Offline,M,114532315,1512,109.28,35.84,165231.36,54190.08,111041.28
Central America and the Caribbean,Barbados,Fruits,Offline,H,719748961,8567,9.33,6.92,79930.11,59283.64,20646.47
Middle East and North Africa,Oman,Cereal,Online,H,819992768,2937,205.7,117.11,604140.9,343952.07,260188.83
Asia,Bhutan,Cosmetics,Offline,C,805937564,3690,437.2,263.33,1613268,971687.7,641580.3
Sub-Saharan Africa,Chad,Personal Care,Online,C,688569676,1924,81.73,56.67,157248.52,109033.08,48215.44
Europe,Slovakia,Cosmetics,Online,H,549187934,5769,437.2,263.33,2522206.8,1519150.77,1003056.03
Europe,Macedonia,Clothes,Online,M,989403665,5386,109.28,35.84,588582.08,193034.24,395547.84
Australia and Oceania,Federated States of Micronesia,Baby Food,Online,C,881140697,7968,255.28,159.42,2034071.04,1270258.56,763812.48
Europe,Lithuania,Household,Online,H,516635358,2738,668.27,502.54,1829723.26,1375954.52,453768.74
North America,United States of America,Fruits,Online,M,258436477,5951,9.33,6.92,55522.83,41180.92,14341.91
Australia and Oceania,Samoa,Fruits,Offline,C,989405381,5894,9.33,6.92,54991.02,40786.48,14204.54
Sub-Saharan Africa,Republic of the Congo,Cosmetics,Offline,M,962715899,7883,437.2,263.33,3446447.6,2075830.39,1370617.21
Sub-Saharan Africa,Botswana,Cosmetics,Offline,C,751854360,9268,437.2,263.33,4051969.6,2440542.44,1611427.16
Asia,Uzbekistan,Household,Online,H,100619590,4427,668.27,502.54,2958431.29,2224744.58,733686.71
Europe,Belarus,Clothes,Offline,M,173122918,9773,109.28,35.84,1067993.44,350264.32,717729.12
Sub-Saharan Africa,Cote Hello,Household,Offline,C,403788173,8748,668.27,502.54,5846025.96,4396219.92,1449806.04
Sub-Saharan Africa,Togo,Fruits,Online,M,747351682,6825,9.33,6.92,63677.25,47229,16448.25
Sub-Saharan Africa,Benin,Household,Online,H,328862273,6510,668.27,502.54,4350437.7,3271535.4,1078902.3
Sub-Saharan Africa,Kenya,Personal Care,Online,M,593681275,2337,81.73,56.67,191003.01,132437.79,58565.22
Europe,Ireland,Beverages,Online,C,357482516,5875,47.45,31.79,278768.75,186766.25,92002.5
Europe,Slovenia,Fruits,Online,L,756252324,723,9.33,6.92,6745.59,5003.16,1742.43
North America,United States of America,Office Supplies,Online,M,296289527,7510,651.21,524.96,4890587.1,3942449.6,948137.5
Sub-Saharan Africa,Rwanda,Snacks,Online,M,704205453,8897,152.58,97.44,1357504.26,866923.68,490580.58
Asia,Myanmar,Cereal,Offline,M,176923930,4577,205.7,117.11,941488.9,536012.47,405476.43
Sub-Saharan Africa,South Africa,Vegetables,Online,M,131681287,6274,154.06,90.93,966572.44,570494.82,396077.62
Middle East and North Africa,Iraq,Fruits,Online,C,256026351,2742,9.33,6.92,25582.86,18974.64,6608.22
Sub-Saharan Africa,Sudan,Snacks,Offline,L,757820451,4767,152.58,97.44,727348.86,464496.48,262852.38
Middle East and North Africa,Tunisia,Vegetables,Offline,H,115237414,167,154.06,90.93,25728.02,15185.31,10542.71
Europe,Monaco,Clothes,Offline,H,926763570,8790,109.28,35.84,960571.2,315033.6,645537.6
Australia and Oceania,Samoa,Fruits,Online,H,461197745,7517,9.33,6.92,70133.61,52017.64,18115.97
Europe,Croatia,Household,Online,M,107651269,5258,668.27,502.54,3513763.66,2642355.32,871408.34
Europe,Andorra,Beverages,Online,H,425547969,7955,47.45,31.79,377464.75,252889.45,124575.3
Central America and the Caribbean,Cuba,Household,Offline,C,694624173,3584,668.27,502.54,2395079.68,1801103.36,593976.32
Europe,Estonia,Clothes,Offline,L,264928710,7147,109.28,35.84,781024.16,256148.48,524875.68
North America,Greenland,Household,Online,M,806822907,5683,668.27,502.54,3797778.41,2855934.82,941843.59
Central America and the Caribbean,Costa Rica,Cereal,Offline,C,460980594,3257,205.7,117.11,669964.9,381427.27,288537.63
Sub-Saharan Africa,Cote Hello,Vegetables,Online,H,588388097,5968,154.06,90.93,919430.08,542670.24,376759.84
Sub-Saharan Africa,Benin,Beverages,Offline,L,820344245,6947,47.45,31.79,329635.15,220845.13,108790.02
Australia and Oceania,New Zealand,Baby Food,Online,L,408460366,1354,255.28,159.42,345649.12,215854.68,129794.44
North America,United States of America,Baby Food,Offline,H,474660289,1382,255.28,159.42,352796.96,220318.44,132478.52
Europe,Andorra,Beverages,Offline,L,861180341,1255,47.45,31.79,59549.75,39896.45,19653.3
Europe,Ireland,Beverages,Offline,M,580569350,2227,47.45,31.79,105671.15,70796.33,34874.82
Australia and Oceania,Tonga,Beverages,Offline,M,965688645,7585,47.45,31.79,359908.25,241127.15,118781.1
Central America and the Caribbean,Grenada,Beverages,Offline,C,719712054,7645,47.45,31.79,362755.25,243034.55,119720.7
Central America and the Caribbean,Panama,Household,Online,L,866125905,4757,668.27,502.54,3178960.39,2390582.78,788377.61
Sub-Saharan Africa,South Sudan,Cereal,Offline,M,698729026,8301,205.7,117.11,1707515.7,972130.11,735385.59
Asia,China,Household,Online,L,931632745,9687,668.27,502.54,6473531.49,4868104.98,1605426.51
Asia,Vietnam,Cereal,Offline,H,549260890,7358,205.7,117.11,1513540.6,861695.38,651845.22
Middle East and North Africa,Libya,Beverages,Online,C,856349790,1788,47.45,31.79,84840.6,56840.52,28000.08
Central America and the Caribbean,Belize,Personal Care,Offline,H,527948272,481,81.73,56.67,39312.13,27258.27,12053.86
Europe,Serbia,Vegetables,Offline,M,559417665,2973,154.06,90.93,458020.38,270334.89,187685.49
Central America and the Caribbean,Cuba,Household,Online,C,216431796,5833,668.27,502.54,3898018.91,2931315.82,966703.09
Europe,Liechtenstein,Household,Online,C,184976994,7658,668.27,502.54,5117611.66,3848451.32,1269160.34
Sub-Saharan Africa,Senegal,Personal Care,Offline,M,321352088,4079,81.73,56.67,333376.67,231156.93,102219.74
Sub-Saharan Africa,Ghana,Fruits,Offline,M,102168405,2756,9.33,6.92,25713.48,19071.52,6641.96
Europe,Cyprus,Beverages,Online,M,874349772,8383,47.45,31.79,397773.35,266495.57,131277.78
Central America and the Caribbean,Jamaica,Vegetables,Online,H,905132520,7681,154.06,90.93,1183334.86,698433.33,484901.53
Middle East and North Africa,Afghanistan,Vegetables,Offline,H,332065474,4408,154.06,90.93,679096.48,400819.44,278277.04
Europe,Andorra,Household,Online,H,713009965,4348,668.27,502.54,2905637.96,2185043.92,720594.04
Sub-Saharan Africa,Ghana,Baby Food,Offline,M,976139819,319,255.28,159.42,81434.32,50854.98,30579.34
Europe,Andorra,Baby Food,Online,M,569941365,7170,255.28,159.42,1830357.6,1143041.4,687316.2
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Online,C,813213431,6781,205.7,117.11,1394851.7,794122.91,600728.79
Europe,Malta,Household,Online,H,845067346,3062,668.27,502.54,2046242.74,1538777.48,507465.26
Europe,Czech Republic,Fruits,Offline,M,774926936,6956,9.33,6.92,64899.48,48135.52,16763.96
Sub-Saharan Africa,Guinea,Beverages,Online,L,332528531,1437,47.45,31.79,68185.65,45682.23,22503.42
Europe,Hungary,Baby Food,Online,H,217920958,6509,255.28,159.42,1661617.52,1037664.78,623952.74
Central America and the Caribbean,Honduras,Personal Care,Offline,H,751465547,4209,81.73,56.67,344001.57,238524.03,105477.54
Europe,Lithuania,Clothes,Online,C,523836123,3605,109.28,35.84,393954.4,129203.2,264751.2
Europe,Ukraine,Vegetables,Online,C,446019017,5794,154.06,90.93,892623.64,526848.42,365775.22
Asia,Sri Lanka,Office Supplies,Offline,H,599313056,8906,651.21,524.96,5799676.26,4675293.76,1124382.5
Middle East and North Africa,United Arab Emirates,Personal Care,Online,M,685329568,3104,81.73,56.67,253689.92,175903.68,77786.24
Europe,Luxembourg,Clothes,Online,H,475992381,5578,109.28,35.84,609563.84,199915.52,409648.32
Sub-Saharan Africa,Zambia,Meat,Offline,M,263537824,5553,421.89,364.69,2342755.17,2025123.57,317631.6
Europe,Serbia,Office Supplies,Offline,C,410514724,9284,651.21,524.96,6045833.64,4873728.64,1172105
Sub-Saharan Africa,The Gambia,Beverages,Offline,M,899784409,5057,47.45,31.79,239954.65,160762.03,79192.62
Sub-Saharan Africa,Ethiopia,Personal Care,Online,H,884520709,8189,81.73,56.67,669286.97,464070.63,205216.34
Europe,Germany,Personal Care,Offline,C,938209950,6028,81.73,56.67,492668.44,341606.76,151061.68
Sub-Saharan Africa,Swaziland,Fruits,Online,M,804650962,2956,9.33,6.92,27579.48,20455.52,7123.96
Europe,Ukraine,Clothes,Offline,H,747955071,5382,109.28,35.84,588144.96,192890.88,395254.08
Sub-Saharan Africa,Mozambique,Vegetables,Offline,C,202546107,6749,154.06,90.93,1039750.94,613686.57,426064.37
Europe,Andorra,Clothes,Offline,L,923160398,2531,109.28,35.84,276587.68,90711.04,185876.64
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,C,234846770,5233,9.33,6.92,48823.89,36212.36,12611.53
Australia and Oceania,Federated States of Micronesia,Office Supplies,Offline,L,482966554,9391,651.21,524.96,6115513.11,4929899.36,1185613.75
Asia,Kazakhstan,Fruits,Online,L,483193576,6572,9.33,6.92,61316.76,45478.24,15838.52
Asia,Laos,Vegetables,Online,C,471514165,374,154.06,90.93,57618.44,34007.82,23610.62
Europe,Monaco,Office Supplies,Online,H,754227149,1429,651.21,524.96,930579.09,750167.84,180411.25
Europe,Norway,Baby Food,Offline,L,357943856,2396,255.28,159.42,611650.88,381970.32,229680.56
Sub-Saharan Africa,Mauritius,Personal Care,Offline,H,179588115,2969,81.73,56.67,242656.37,168253.23,74403.14
Asia,Uzbekistan,Meat,Offline,H,736396253,4870,421.89,364.69,2054604.3,1776040.3,278564
Europe,Ireland,Cosmetics,Online,M,815917098,6856,437.2,263.33,2997443.2,1805390.48,1192052.72
Europe,Monaco,Clothes,Offline,L,626011979,9711,109.28,35.84,1061218.08,348042.24,713175.84
North America,United States of America,Personal Care,Offline,L,444854724,1253,81.73,56.67,102407.69,71007.51,31400.18
Sub-Saharan Africa,Swaziland,Meat,Offline,L,170931661,1332,421.89,364.69,561957.48,485767.08,76190.4
Australia and Oceania,Tuvalu,Household,Online,M,673041617,6826,668.27,502.54,4561611.02,3430338.04,1131272.98
Europe,Bosnia and Herzegovina,Baby Food,Online,M,640295922,6647,255.28,159.42,1696846.16,1059664.74,637181.42
Central America and the Caribbean,Saint Kitts and Nevis,Vegetables,Offline,H,632118403,6737,154.06,90.93,1037902.22,612595.41,425306.81
Sub-Saharan Africa,Cote Hello,Office Supplies,Online,L,828245389,5071,651.21,524.96,3302285.91,2662072.16,640213.75
Sub-Saharan Africa,Botswana,Cereal,Offline,M,578725707,6652,205.7,117.11,1368316.4,779015.72,589300.68
Europe,Romania,Snacks,Online,C,653920686,8517,152.58,97.44,1299523.86,829896.48,469627.38
Europe,Sweden,Fruits,Online,M,994504153,4734,9.33,6.92,44168.22,32759.28,11408.94
Asia,Laos,Household,Online,C,261462438,1400,668.27,502.54,935578,703556,232022
Sub-Saharan Africa,Mauritius,Household,Online,M,786094367,1647,668.27,502.54,1100640.69,827683.38,272957.31
Europe,Czech Republic,Meat,Offline,M,920011270,634,421.89,364.69,267478.26,231213.46,36264.8
North America,Mexico,Vegetables,Offline,C,885136973,555,154.06,90.93,85503.3,50466.15,35037.15
Europe,Bosnia and Herzegovina,Vegetables,Online,M,523707807,5633,154.06,90.93,867819.98,512208.69,355611.29
Sub-Saharan Africa,Sao Tome and Principe,Household,Offline,M,648272597,7122,668.27,502.54,4759418.94,3579089.88,1180329.06
Europe,Belgium,Fruits,Online,L,791692674,8310,9.33,6.92,77532.3,57505.2,20027.1
Middle East and North Africa,Bahrain,Baby Food,Offline,M,557141864,9513,255.28,159.42,2428478.64,1516562.46,911916.18
Sub-Saharan Africa,Senegal,Household,Online,M,968106496,3080,668.27,502.54,2058271.6,1547823.2,510448.4
Middle East and North Africa,Bahrain,Fruits,Offline,M,418385398,8392,9.33,6.92,78297.36,58072.64,20224.72
Sub-Saharan Africa,Kenya,Fruits,Online,C,522089898,6858,9.33,6.92,63985.14,47457.36,16527.78
Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,L,263643825,6921,154.06,90.93,1066249.26,629326.53,436922.73
Asia,Tajikistan,Baby Food,Offline,C,947783505,9056,255.28,159.42,2311815.68,1443707.52,868108.16
Middle East and North Africa,Egypt,Household,Offline,L,349557769,767,668.27,502.54,512563.09,385448.18,127114.91
Middle East and North Africa,Iran,Clothes,Offline,H,364327943,1589,109.28,35.84,173645.92,56949.76,116696.16
Sub-Saharan Africa,Kenya,Personal Care,Online,M,257767856,8092,81.73,56.67,661359.16,458573.64,202785.52
Europe,Sweden,Vegetables,Online,C,715863835,8872,154.06,90.93,1366820.32,806730.96,560089.36
Europe,Albania,Cosmetics,Offline,C,694914710,9560,437.2,263.33,4179632,2517434.8,1662197.2
Sub-Saharan Africa,Togo,Baby Food,Offline,M,571531808,7818,255.28,159.42,1995779.04,1246345.56,749433.48
Central America and the Caribbean,Dominica,Cereal,Online,C,792638957,8336,205.7,117.11,1714715.2,976228.96,738486.24
Europe,Macedonia,Baby Food,Online,M,525472486,7840,255.28,159.42,2001395.2,1249852.8,751542.4
Sub-Saharan Africa,Sudan,Snacks,Offline,H,807581222,85,152.58,97.44,12969.3,8282.4,4686.9
Europe,Georgia,Fruits,Online,L,496826493,855,9.33,6.92,7977.15,5916.6,2060.55
Central America and the Caribbean,El Salvador,Snacks,Online,C,321382129,2969,152.58,97.44,453010.02,289299.36,163710.66
Middle East and North Africa,United Arab Emirates,Fruits,Online,M,629734456,1274,9.33,6.92,11886.42,8816.08,3070.34
Europe,Liechtenstein,Cereal,Online,L,940682303,7652,205.7,117.11,1574016.4,896125.72,677890.68
Australia and Oceania,Marshall Islands,Personal Care,Offline,C,393336999,6014,81.73,56.67,491524.22,340813.38,150710.84
Middle East and North Africa,Pakistan,Fruits,Offline,C,897122371,7300,9.33,6.92,68109,50516,17593
Europe,Norway,Fruits,Offline,C,381774747,4486,9.33,6.92,41854.38,31043.12,10811.26
Middle East and North Africa,Saudi Arabia,Baby Food,Online,M,447342956,7576,255.28,159.42,1934001.28,1207765.92,726235.36
Asia,Maldives,Vegetables,Online,M,514188325,8607,154.06,90.93,1325994.42,782634.51,543359.91
Sub-Saharan Africa,Sierra Leone,Meat,Online,H,972984683,6644,421.89,364.69,2803037.16,2423000.36,380036.8
Europe,Ireland,Vegetables,Online,H,934718358,2789,154.06,90.93,429673.34,253603.77,176069.57
Sub-Saharan Africa,Madagascar,Snacks,Offline,M,480688178,5169,152.58,97.44,788686.02,503667.36,285018.66
Middle East and North Africa,Bahrain,Household,Online,C,212505471,3946,668.27,502.54,2636993.42,1983022.84,653970.58
Australia and Oceania,Marshall Islands,Clothes,Online,M,802094066,6313,109.28,35.84,689884.64,226257.92,463626.72
Europe,Romania,Meat,Offline,C,741690289,1494,421.89,364.69,630303.66,544846.86,85456.8
Europe,Serbia,Clothes,Offline,L,393842971,5742,109.28,35.84,627485.76,205793.28,421692.48
Central America and the Caribbean,Grenada,Snacks,Online,M,641413438,7345,152.58,97.44,1120700.1,715696.8,405003.3
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,M,637575519,1619,437.2,263.33,707826.8,426331.27,281495.53
Asia,Taiwan,Cosmetics,Offline,M,955815541,5914,437.2,263.33,2585600.8,1557333.62,1028267.18
Sub-Saharan Africa,Chad,Cereal,Online,H,439932334,4609,205.7,117.11,948071.3,539759.99,408311.31
Sub-Saharan Africa,Malawi,Baby Food,Offline,H,254037225,4115,255.28,159.42,1050477.2,656013.3,394463.9
Australia and Oceania,Tonga,Cosmetics,Online,M,732554042,7875,437.2,263.33,3442950,2073723.75,1369226.25
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Online,M,930219113,1362,651.21,524.96,886948.02,714995.52,171952.5
Sub-Saharan Africa,Sierra Leone,Beverages,Online,H,872081267,7081,47.45,31.79,335993.45,225104.99,110888.46
Middle East and North Africa,Iran,Office Supplies,Offline,H,203501832,9569,651.21,524.96,6231428.49,5023342.24,1208086.25
Sub-Saharan Africa,Guinea-Bissau,Clothes,Online,L,440154635,393,109.28,35.84,42947.04,14085.12,28861.92
Sub-Saharan Africa,Chad,Personal Care,Online,M,918026006,3151,81.73,56.67,257531.23,178567.17,78964.06
Europe,Ireland,Household,Offline,H,143414771,8473,668.27,502.54,5662251.71,4258021.42,1404230.29
Asia,Taiwan,Vegetables,Offline,M,742932260,9020,154.06,90.93,1389621.2,820188.6,569432.6
Central America and the Caribbean,Haiti,Vegetables,Offline,L,913502299,4485,154.06,90.93,690959.1,407821.05,283138.05
Europe,Portugal,Snacks,Offline,C,272361218,6592,152.58,97.44,1005807.36,642324.48,363482.88
Central America and the Caribbean,Saint Lucia,Vegetables,Offline,C,307057845,4095,154.06,90.93,630875.7,372358.35,258517.35
Asia,Japan,Beverages,Online,C,325453507,7780,47.45,31.79,369161,247326.2,121834.8
Sub-Saharan Africa,Zambia,Baby Food,Online,L,605722033,5465,255.28,159.42,1395105.2,871230.3,523874.9
Europe,Lithuania,Vegetables,Online,M,146349751,6999,154.06,90.93,1078265.94,636419.07,441846.87
Asia,Malaysia,Fruits,Online,C,716135489,9260,9.33,6.92,86395.8,64079.2,22316.6
Europe,Georgia,Meat,Offline,C,104190576,1162,421.89,364.69,490236.18,423769.78,66466.4
Asia,Laos,Baby Food,Offline,M,669938838,8645,255.28,159.42,2206895.6,1378185.9,828709.7
Australia and Oceania,Kiribati,Office Supplies,Offline,L,793116605,9683,651.21,524.96,6305666.43,5083187.68,1222478.75
Asia,Laos,Household,Offline,M,723772704,9282,668.27,502.54,6202882.14,4664576.28,1538305.86
Europe,Poland,Cereal,Online,C,332268464,4477,205.7,117.11,920918.9,524301.47,396617.43
Europe,Spain,Meat,Online,M,459277713,9336,421.89,364.69,3938765.04,3404745.84,534019.2
Europe,Romania,Fruits,Offline,L,665786778,9958,9.33,6.92,92908.14,68909.36,23998.78
Asia,Indonesia,Household,Online,M,583094489,9472,668.27,502.54,6329853.44,4760058.88,1569794.56
Sub-Saharan Africa,Ghana,Cereal,Offline,M,362812173,3039,205.7,117.11,625122.3,355897.29,269225.01
Central America and the Caribbean,Grenada,Snacks,Online,C,226863658,2853,152.58,97.44,435310.74,277996.32,157314.42
Europe,Latvia,Baby Food,Online,L,917485272,3136,255.28,159.42,800558.08,499941.12,300616.96
Europe,Ireland,Personal Care,Offline,L,547225844,5143,81.73,56.67,420337.39,291453.81,128883.58
Sub-Saharan Africa,Botswana,Household,Offline,M,448946702,2161,668.27,502.54,1444131.47,1085988.94,358142.53
Sub-Saharan Africa,Liberia,Cosmetics,Online,H,225821673,4506,437.2,263.33,1970023.2,1186564.98,783458.22
Asia,Uzbekistan,Beverages,Online,L,901337087,4529,47.45,31.79,214901.05,143976.91,70924.14
Europe,Switzerland,Household,Offline,L,869291770,1607,668.27,502.54,1073909.89,807581.78,266328.11
Central America and the Caribbean,El Salvador,Baby Food,Offline,L,843797051,7153,255.28,159.42,1826017.84,1140331.26,685686.58
Europe,Romania,Clothes,Offline,L,709276759,9610,109.28,35.84,1050180.8,344422.4,705758.4
Asia,Nepal,Fruits,Online,M,870467221,9449,9.33,6.92,88159.17,65387.08,22772.09
Sub-Saharan Africa,Niger,Baby Food,Online,M,902417266,4178,255.28,159.42,1066559.84,666056.76,400503.08
Australia and Oceania,Kiribati,Office Supplies,Offline,M,900488221,3330,651.21,524.96,2168529.3,1748116.8,420412.5
Asia,Indonesia,Clothes,Online,H,130353915,3475,109.28,35.84,379748,124544,255204
Sub-Saharan Africa,Botswana,Cosmetics,Offline,H,178000676,3210,437.2,263.33,1403412,845289.3,558122.7
Sub-Saharan Africa,Gabon,Beverages,Online,L,899727332,8166,47.45,31.79,387476.7,259597.14,127879.56
Asia,Philippines,Baby Food,Offline,C,872145211,6004,255.28,159.42,1532701.12,957157.68,575543.44
Sub-Saharan Africa,Zambia,Office Supplies,Online,C,542178142,1415,651.21,524.96,921462.15,742818.4,178643.75
Europe,Albania,Beverages,Online,C,877062451,1124,47.45,31.79,53333.8,35731.96,17601.84
Sub-Saharan Africa,Burkina Faso,Personal Care,Offline,M,214346969,8886,81.73,56.67,726252.78,503569.62,222683.16
Europe,Slovenia,Baby Food,Online,L,111893022,486,255.28,159.42,124066.08,77478.12,46587.96
Europe,Slovakia,Beverages,Online,M,397874438,8743,47.45,31.79,414855.35,277939.97,136915.38
